Date,Time,Ask,Bid,AskVolume,BidVolume
12-08-2014,00:00:04.982,0.90691,0.90682,1,1.38
12-08-2014,00:00:05.515,0.90691,0.90682,1,1.13
12-08-2014,00:00:06.682,0.9069,0.90681,1,1.38
12-08-2014,00:00:23.850,0.9069,0.90681,1,1
12-08-2014,00:00:24.366,0.9069,0.90681,1,1.48
12-08-2014,00:00:27.865,0.9069,0.90682,1,1.2
12-08-2014,00:00:28.271,0.90692,0.90681,1,1.53
12-08-2014,00:00:28.373,0.90695,0.90684,1,2.4
12-08-2014,00:00:28.474,0.90695,0.90685,1,1.28
12-08-2014,00:00:28.980,0.90696,0.90687,1,1.18
12-08-2014,00:00:29.132,0.907,0.90689,1.1,1
12-08-2014,00:00:29.645,0.907,0.90688,1.1,1.58
12-08-2014,00:00:30.477,0.907,0.90688,1,1.65
12-08-2014,00:00:30.996,0.907,0.90688,1.69,2.03
12-08-2014,00:00:31.606,0.907,0.90691,1.69,1.1
12-08-2014,00:00:31.707,0.90702,0.90691,1.25,1.18
12-08-2014,00:00:32.114,0.90703,0.90692,1.19,1.65
12-08-2014,00:00:32.636,0.90704,0.90692,1.69,1.15
12-08-2014,00:00:33.390,0.90704,0.90692,1.25,4.65
12-08-2014,00:00:35.917,0.90704,0.90694,1.25,1.08
12-08-2014,00:00:37.441,0.90704,0.90694,1,1.18
12-08-2014,00:00:37.951,0.90704,0.90694,1,1.1
12-08-2014,00:00:38.634,0.90704,0.90694,1,1.18
12-08-2014,00:00:39.149,0.90704,0.90694,1,2.33
12-08-2014,00:00:39.667,0.90704,0.90694,1,2.4
12-08-2014,00:00:40.292,0.90704,0.90694,1,2.33
12-08-2014,00:00:40.883,0.90704,0.90694,1,2.4
12-08-2014,00:00:42.335,0.90704,0.90694,1,2.33
12-08-2014,00:00:43.121,0.90704,0.90692,1.13,6.34
12-08-2014,00:00:43.627,0.90704,0.90692,1,6.34
12-08-2014,00:00:44.177,0.90704,0.90692,1,6.34
12-08-2014,00:00:45.895,0.90704,0.90692,1,6.34
12-08-2014,00:01:15.049,0.90704,0.90693,1.13,3.34
12-08-2014,00:01:16.685,0.90704,0.90693,1.13,3.34
12-08-2014,00:01:17.207,0.90704,0.90693,1.13,3.34
12-08-2014,00:01:19.399,0.90704,0.90693,1.13,3.34
12-08-2014,00:01:19.907,0.90704,0.90693,1.13,3.34
12-08-2014,00:01:20.418,0.90704,0.90693,1.13,1.84
12-08-2014,00:01:20.940,0.90704,0.90693,1.13,1.84
12-08-2014,00:01:24.550,0.90704,0.90693,1.13,1.84
12-08-2014,00:01:36.508,0.90706,0.90693,1.67,3.34
12-08-2014,00:01:45.538,0.90706,0.90693,1.67,3.34
12-08-2014,00:01:46.043,0.90706,0.90693,1.67,3.34
12-08-2014,00:01:46.639,0.90706,0.90693,1.57,3.34
12-08-2014,00:01:47.689,0.90706,0.90693,1.67,3.34
12-08-2014,00:01:49.774,0.90706,0.90694,1.57,1.08
12-08-2014,00:01:51.160,0.90706,0.90694,1.57,1.65
12-08-2014,00:01:51.692,0.90706,0.90694,1.57,1
12-08-2014,00:01:52.230,0.90707,0.90694,1.67,1.18
12-08-2014,00:01:54.474,0.90707,0.90694,1.67,1.18
12-08-2014,00:01:54.984,0.90707,0.90694,1.64,1.65
12-08-2014,00:01:55.489,0.90707,0.90694,1.67,1.65
12-08-2014,00:01:56.012,0.90706,0.90694,1.39,1.65
12-08-2014,00:01:56.570,0.90706,0.90694,1.32,1.58
12-08-2014,00:01:57.239,0.90706,0.90694,1.39,1.65
12-08-2014,00:01:59.077,0.90706,0.90694,1.32,1.18
12-08-2014,00:01:59.602,0.90706,0.90694,1.39,1.1
12-08-2014,00:02:01.290,0.90707,0.90694,1.74,1.1
12-08-2014,00:02:03.956,0.90707,0.90694,1.77,1.08
12-08-2014,00:02:06.124,0.90707,0.90694,1.64,1.2
12-08-2014,00:02:06.637,0.90707,0.90694,1.67,1.18
12-08-2014,00:02:07.300,0.90707,0.90694,1.64,1.2
12-08-2014,00:02:07.810,0.90707,0.90694,1.77,1.08
12-08-2014,00:02:08.318,0.90707,0.90694,1.67,1.08
12-08-2014,00:02:08.945,0.90707,0.90694,1.64,1.2
12-08-2014,00:02:09.450,0.90707,0.90694,1.74,1.1
12-08-2014,00:02:10.474,0.90707,0.90694,1.67,1.18
12-08-2014,00:02:10.984,0.90706,0.90694,1.39,1.1
12-08-2014,00:02:11.490,0.90706,0.90694,1.32,1.18
12-08-2014,00:02:14.163,0.90706,0.90694,1.29,1.1
12-08-2014,00:02:14.668,0.90706,0.90693,1.19,2.59
12-08-2014,00:02:20.485,0.90706,0.90694,1.29,1.1
12-08-2014,00:02:21.391,0.90706,0.90694,1.19,1.18
12-08-2014,00:02:23.732,0.90707,0.90694,1.39,1.84
12-08-2014,00:02:27.364,0.90706,0.90695,1.32,1.1
12-08-2014,00:02:31.863,0.90707,0.90695,1.67,1.1
12-08-2014,00:02:35.335,0.90706,0.90695,1.32,1.1
12-08-2014,00:02:51.060,0.90705,0.90694,1.32,1.18
12-08-2014,00:02:52.501,0.90706,0.90694,1.57,1.18
12-08-2014,00:03:02.543,0.90706,0.90694,1.67,1.2
12-08-2014,00:03:05.397,0.90704,0.90693,1.39,1.08
12-08-2014,00:03:05.599,0.90702,0.90692,1,1.58
12-08-2014,00:03:06.115,0.90704,0.90692,1.39,1.95
12-08-2014,00:03:12.898,0.90705,0.90692,1.74,4.39
12-08-2014,00:03:25.425,0.90705,0.90694,1.47,1
12-08-2014,00:03:27.190,0.90705,0.90693,1.39,1.1
12-08-2014,00:03:33.300,0.90703,0.90693,1,1
12-08-2014,00:03:33.808,0.90704,0.90694,1.37,1
12-08-2014,00:03:37.372,0.90702,0.90694,1,1
12-08-2014,00:03:39.980,0.90702,0.90693,1,1
12-08-2014,00:03:45.751,0.90702,0.90693,1.33,1
12-08-2014,00:03:48.776,0.90702,0.90693,1.09,1
12-08-2014,00:03:49.287,0.90702,0.90693,1.33,1
12-08-2014,00:03:49.850,0.90702,0.90693,1.02,1
12-08-2014,00:03:55.291,0.90702,0.90693,1.33,1
12-08-2014,00:03:56.061,0.90702,0.90693,1.02,1
12-08-2014,00:03:56.581,0.90702,0.90693,1.09,1
12-08-2014,00:03:57.120,0.90702,0.90693,1.02,1
12-08-2014,00:03:57.627,0.90702,0.90693,1.09,1
12-08-2014,00:03:58.365,0.90702,0.90693,1.02,1
12-08-2014,00:03:58.879,0.90702,0.90693,1.09,1
12-08-2014,00:03:59.421,0.90702,0.90693,1.09,1
12-08-2014,00:03:59.928,0.90702,0.90693,1.09,1
12-08-2014,00:04:00.447,0.90702,0.90693,1.02,1
12-08-2014,00:04:03.933,0.90702,0.90693,1.33,1
12-08-2014,00:04:04.991,0.90702,0.90693,1.02,1
12-08-2014,00:04:05.506,0.90702,0.90692,1.02,1
12-08-2014,00:04:11.395,0.90702,0.90693,1.02,1
12-08-2014,00:04:13.719,0.90702,0.90694,1.02,1
12-08-2014,00:04:30.639,0.90702,0.90693,1,1
12-08-2014,00:04:32.645,0.90702,0.90692,1.25,1
12-08-2014,00:04:33.105,0.90702,0.90694,1,1
12-08-2014,00:04:37.399,0.90705,0.90694,1.78,1
12-08-2014,00:04:39.000,0.90703,0.90694,1.29,1
12-08-2014,00:04:46.518,0.90704,0.90694,1.39,1
12-08-2014,00:04:47.520,0.90703,0.90694,1.19,1
12-08-2014,00:04:58.713,0.90704,0.90694,1.47,1
12-08-2014,00:05:01.644,0.90703,0.90694,1.19,1
12-08-2014,00:05:07.609,0.90703,0.90693,1.29,1
12-08-2014,00:05:20.388,0.90703,0.90692,1.39,1
12-08-2014,00:05:25.883,0.90702,0.90692,1.19,1
12-08-2014,00:05:31.481,0.90702,0.90693,1.29,1
12-08-2014,00:05:33.281,0.90703,0.90693,1.47,1
12-08-2014,00:05:35.588,0.90702,0.90693,1.29,1
12-08-2014,00:05:36.127,0.90702,0.90692,1.29,1
12-08-2014,00:05:48.309,0.90702,0.90693,1.77,1
12-08-2014,00:05:53.445,0.90702,0.90694,1.77,1
12-08-2014,00:06:14.880,0.90702,0.90693,1.77,1
12-08-2014,00:06:16.434,0.90702,0.90694,1.77,1
12-08-2014,00:06:21.629,0.90701,0.90693,1.25,1
12-08-2014,00:06:22.242,0.90701,0.90692,1.25,1
12-08-2014,00:06:45.240,0.90701,0.90691,1.5,1.1
12-08-2014,00:06:49.137,0.90696,0.90691,1,1
12-08-2014,00:06:49.239,0.90699,0.90691,1.1,1
12-08-2014,00:06:49.744,0.90699,0.90692,1.5,1
12-08-2014,00:06:50.250,0.90699,0.90691,1.84,1
12-08-2014,00:06:51.730,0.90699,0.90691,1.84,1
12-08-2014,00:06:53.521,0.90697,0.90691,1,1
12-08-2014,00:06:54.026,0.90698,0.90691,1.1,1
12-08-2014,00:07:07.378,0.90697,0.90691,1,1
12-08-2014,00:07:07.886,0.90698,0.90691,1,1
12-08-2014,00:07:18.319,0.90699,0.90691,1.02,1
12-08-2014,00:07:18.863,0.90699,0.90691,1.09,1
12-08-2014,00:07:22.902,0.90699,0.9069,1.09,1
12-08-2014,00:07:24.959,0.90699,0.90691,1.09,1
12-08-2014,00:07:36.218,0.90699,0.90692,1.09,1
12-08-2014,00:07:36.990,0.90699,0.9069,1.09,1
12-08-2014,00:07:47.888,0.90701,0.90693,1.47,1
12-08-2014,00:07:47.939,0.90701,0.90693,1.39,1
12-08-2014,00:07:48.091,0.90701,0.90691,1.39,1
12-08-2014,00:07:48.599,0.90701,0.9069,1.37,1.5
12-08-2014,00:08:07.869,0.90702,0.9069,2.22,1.5
12-08-2014,00:08:16.213,0.907,0.9069,1.47,1
12-08-2014,00:08:16.722,0.907,0.9069,1.47,1
12-08-2014,00:08:19.942,0.90701,0.9069,1.74,1
12-08-2014,00:08:21.131,0.907,0.9069,1.39,1
12-08-2014,00:08:25.312,0.90701,0.9069,1.74,1
12-08-2014,00:08:27.119,0.907,0.9069,1.39,1
12-08-2014,00:08:28.605,0.907,0.90689,1.39,1
12-08-2014,00:08:29.122,0.90701,0.90689,1.74,1
12-08-2014,00:08:29.809,0.90701,0.90689,1.74,1
12-08-2014,00:08:30.356,0.90701,0.90688,1.72,1.69
12-08-2014,00:08:41.289,0.907,0.9069,1.37,1
12-08-2014,00:08:45.062,0.90701,0.9069,1.27,1
12-08-2014,00:08:59.017,0.90701,0.9069,1.39,1
12-08-2014,00:09:00.670,0.90701,0.9069,1.47,1
12-08-2014,00:09:01.569,0.90701,0.9069,1.47,1
12-08-2014,00:09:02.289,0.90701,0.9069,1.34,1
12-08-2014,00:09:02.801,0.90701,0.9069,1.34,1
12-08-2014,00:09:11.446,0.90701,0.90688,1.72,3.19
12-08-2014,00:09:11.964,0.90699,0.90689,1.2,1
12-08-2014,00:09:23.613,0.90699,0.90688,1.09,1.5
