Time,Ask,Bid,AskVolume,BidVolume,
2014.08.12,00:00:00.377,102.225,102.222,4.5,1
2014.08.12,00:00:00.892,102.224,102.222,1,1
2014.08.12,00:00:20.935,102.225,102.222,4.5,1
2014.08.12,00:00:21.461,102.224,102.222,1,1
2014.08.12,00:00:24.729,102.225,102.222,4.5,1
2014.08.12,00:00:25.289,102.224,102.222,1,1
2014.08.12,00:00:25.823,102.225,102.222,4.5,1
2014.08.12,00:00:26.585,102.224,102.222,1,1
2014.08.12,00:00:33.714,102.225,102.222,1.69,1
2014.08.12,00:00:36.018,102.224,102.222,1,1
2014.08.12,00:00:36.533,102.225,102.222,1.69,2.25
2014.08.12,00:00:37.044,102.224,102.221,1,1.69
2014.08.12,00:01:17.198,102.225,102.221,2.44,3.94
2014.08.12,00:01:34.524,102.225,102.222,6.19,1
2014.08.12,00:01:38.186,102.224,102.222,1,1
2014.08.12,00:01:39.694,102.224,102.221,1,1.69
2014.08.12,00:01:41.643,102.225,102.221,5.25,2.25
2014.08.12,00:01:43.236,102.225,102.221,3.75,5.44
2014.08.12,00:01:46.148,102.225,102.221,3.94,6.19
2014.08.12,00:01:47.269,102.226,102.221,5.44,6.94
2014.08.12,00:01:49.587,102.226,102.224,1,1
2014.08.12,00:01:50.104,102.227,102.225,1,5.25
2014.08.12,00:01:50.608,102.228,102.225,1.25,1.5
2014.08.12,00:01:51.598,102.229,102.225,2.44,1.25
2014.08.12,00:01:54.270,102.229,102.226,2.44,1
2014.08.12,00:01:55.040,102.229,102.225,2.44,5.44
2014.08.12,00:01:55.910,102.229,102.227,1.69,1
2014.08.12,00:01:56.113,102.229,102.225,1.69,6.19
2014.08.12,00:01:56.978,102.229,102.226,1,1.25
2014.08.12,00:02:09.858,102.229,102.225,1.25,3.94
2014.08.12,00:02:14.059,102.229,102.226,1.5,1
2014.08.12,00:02:20.395,102.23,102.227,2.44,5.25
2014.08.12,00:02:20.910,102.231,102.228,1,1.69
2014.08.12,00:02:21.838,102.232,102.228,2.44,1.25
2014.08.12,00:02:23.565,102.233,102.229,4.69,1.5
2014.08.12,00:02:23.766,102.234,102.23,1.25,6.19
2014.08.12,00:02:23.817,102.234,102.232,1.25,1
2014.08.12,00:02:24.333,102.234,102.231,1.25,1.5
2014.08.12,00:02:54.827,102.234,102.23,1,3
2014.08.12,00:02:55.363,102.234,102.231,1,1
2014.08.12,00:03:02.309,102.235,102.232,1.69,1
2014.08.12,00:03:05.189,102.235,102.231,6.19,1.69
2014.08.12,00:03:05.492,102.232,102.23,1.25,2.25
2014.08.12,00:03:05.694,102.231,102.228,1.25,1
2014.08.12,00:03:06.207,102.231,102.227,1.25,1.69
2014.08.12,00:03:06.742,102.23,102.227,1,1.69
2014.08.12,00:03:09.233,102.23,102.228,1,1
2014.08.12,00:03:09.690,102.232,102.229,1,1
2014.08.12,00:03:36.544,102.23,102.229,1,1
2014.08.12,00:03:36.897,102.23,102.227,1.5,5.44
2014.08.12,00:03:59.857,102.229,102.226,1,1.5
2014.08.12,00:04:00.361,102.228,102.226,1,1
2014.08.12,00:04:05.244,102.229,102.226,1,1.5
2014.08.12,00:04:06.224,102.23,102.226,3.19,1
2014.08.12,00:04:12.409,102.229,102.226,1.19,1
2014.08.12,00:04:13.049,102.23,102.227,3.19,3.75
2014.08.12,00:04:14.620,102.23,102.226,2.44,2.44
2014.08.12,00:04:15.144,102.23,102.227,3.19,3.75
2014.08.12,00:04:16.329,102.229,102.227,1.25,3.75
2014.08.12,00:04:18.158,102.23,102.227,1.69,4.5
2014.08.12,00:04:20.354,102.229,102.227,1.25,4.5
2014.08.12,00:04:25.472,102.23,102.227,1.69,5.25
2014.08.12,00:04:27.922,102.23,102.228,1.69,1
2014.08.12,00:04:28.225,102.231,102.23,1.25,1
2014.08.12,00:04:28.276,102.233,102.23,5.25,1
2014.08.12,00:04:29.057,102.234,102.23,1.69,4.69
2014.08.12,00:04:29.571,102.234,102.231,1.69,1
2014.08.12,00:04:37.769,102.234,102.23,2.44,6.94
2014.08.12,00:04:40.647,102.234,102.231,2.44,1
2014.08.12,00:04:41.176,102.234,102.23,2.44,6.19
2014.08.12,00:04:42.665,102.234,102.231,2.44,1
2014.08.12,00:04:43.170,102.234,102.23,2.44,5.25
2014.08.12,00:04:45.513,102.234,102.231,2.44,1
