Time,Ask,Bid,AskVolume,BidVolume,
2014.09.10,00:00:00.375,0.93253,0.93241,1.37,1.46
2014.09.10,00:00:00.985,0.93253,0.93241,1.47,1.39
2014.09.10,00:00:01.493,0.93253,0.93241,1.37,1.46
2014.09.10,00:00:02.003,0.93253,0.93241,1,2.21
2014.09.10,00:00:02.511,0.93253,0.93242,1,1.47
2014.09.10,00:00:03.411,0.93253,0.93244,1,1
2014.09.10,00:00:08.682,0.93253,0.93245,1,1
2014.09.10,00:00:09.803,0.93253,0.93244,1,1.25
2014.09.10,00:00:16.491,0.93253,0.93245,1,1
2014.09.10,00:00:16.746,0.93256,0.93246,1.5,1.69
2014.09.10,00:00:16.949,0.93257,0.93251,1,1
2014.09.10,00:00:17.203,0.93259,0.93251,1,1
2014.09.10,00:00:17.255,0.93259,0.93253,1,1
2014.09.10,00:00:17.409,0.93259,0.93251,1,1.25
2014.09.10,00:00:17.916,0.93259,0.93251,1,1.09
2014.09.10,00:00:18.373,0.93259,0.93254,1,1
2014.09.10,00:00:19.352,0.93259,0.93253,1,1.25
2014.09.10,00:00:19.809,0.93262,0.93252,1,1.19
2014.09.10,00:00:20.775,0.93262,0.93253,1,1.31
2014.09.10,00:00:23.756,0.93262,0.93255,1,1
2014.09.10,00:00:26.756,0.93262,0.93255,1,1.62
2014.09.10,00:00:26.937,0.93264,0.93255,1,2.14
2014.09.10,00:00:26.988,0.93264,0.93255,1,2.89
2014.09.10,00:00:27.294,0.93266,0.93257,1,1.1
2014.09.10,00:00:27.395,0.93266,0.93259,1.1,1
2014.09.10,00:00:29.612,0.93266,0.93258,1,1.25
2014.09.10,00:00:30.792,0.93268,0.93259,1,1
2014.09.10,00:00:31.323,0.93269,0.9326,1,1
2014.09.10,00:00:31.837,0.93269,0.93258,1,2.14
2014.09.10,00:00:32.352,0.93269,0.9326,1,1
2014.09.10,00:00:32.870,0.93269,0.93258,1,2.14
2014.09.10,00:00:37.614,0.93269,0.9326,1,1
2014.09.10,00:00:38.123,0.93269,0.93258,1,1.62
2014.09.10,00:00:38.883,0.93269,0.93257,1,2.21
2014.09.10,00:00:41.432,0.93269,0.93258,1,1.66
2014.09.10,00:00:41.981,0.93269,0.9326,1,1.2
2014.09.10,00:00:42.082,0.93271,0.9326,1.12,1.27
2014.09.10,00:00:42.590,0.93271,0.93262,1,1
2014.09.10,00:00:43.137,0.93271,0.93263,1,1
2014.09.10,00:00:44.027,0.93271,0.93261,1,1.39
2014.09.10,00:00:45.203,0.93271,0.9326,1,2.21
2014.09.10,00:00:45.711,0.93271,0.9326,1,1.74
2014.09.10,00:00:46.624,0.93271,0.9326,1,1.74
2014.09.10,00:00:47.232,0.93271,0.9326,1,1.74
2014.09.10,00:00:48.195,0.93271,0.93259,1,2.21
2014.09.10,00:00:48.297,0.93271,0.93259,1,2.21
2014.09.10,00:00:49.414,0.93271,0.93262,1,1
2014.09.10,00:00:50.183,0.93271,0.93261,1,1.1
2014.09.10,00:00:50.692,0.93271,0.93261,1,1.29
2014.09.10,00:00:55.394,0.93271,0.93265,1,3
2014.09.10,00:00:55.699,0.93283,0.93273,1.19,1.57
2014.09.10,00:00:55.801,0.93285,0.93273,1.84,2.25
2014.09.10,00:00:56.105,0.93286,0.93273,3.19,2.4
2014.09.10,00:00:56.563,0.93288,0.93276,1.09,1
2014.09.10,00:00:59.416,0.93288,0.93276,1.74,1
2014.09.10,00:01:01.549,0.93288,0.93276,2.21,1
2014.09.10,00:01:01.652,0.93284,0.93273,1.12,2.81
2014.09.10,00:01:02.160,0.93284,0.93272,1,2.96
2014.09.10,00:01:02.464,0.93284,0.93272,1,2.96
2014.09.10,00:01:02.617,0.93284,0.93273,1,1.76
2014.09.10,00:01:02.820,0.93284,0.93273,1.1,1.69
2014.09.10,00:01:03.074,0.93284,0.93273,1,2.14
2014.09.10,00:01:03.583,0.93284,0.93273,1,1.84
2014.09.10,00:01:03.942,0.93284,0.93272,1,2.59
2014.09.10,00:01:04.450,0.93284,0.93273,1,2.14
2014.09.10,00:01:04.956,0.93284,0.93272,1,2.96
2014.09.10,00:01:12.290,0.93284,0.93272,1,2.96
2014.09.10,00:01:14.078,0.93284,0.93273,1,1.71
2014.09.10,00:01:15.665,0.93284,0.93272,1,2.96
2014.09.10,00:01:21.587,0.93284,0.93273,1,1.52
2014.09.10,00:01:21.638,0.93284,0.93271,1.2,2.14
2014.09.10,00:01:21.689,0.93284,0.93271,1.27,2.06
2014.09.10,00:01:21.740,0.93283,0.93271,1.4,1
2014.09.10,00:01:21.791,0.93281,0.93269,1.1,1.01
2014.09.10,00:01:22.298,0.93281,0.93268,1.17,3.26
2014.09.10,00:01:25.585,0.93281,0.93268,1.1,2.59
2014.09.10,00:01:26.925,0.93281,0.93268,1.09,2.14
2014.09.10,00:01:27.439,0.93281,0.93268,1.17,3.64
2014.09.10,00:01:27.948,0.93281,0.93269,1.07,1.31
2014.09.10,00:01:28.937,0.93281,0.93269,1.17,1.31
2014.09.10,00:01:29.609,0.93281,0.93269,1.15,1.31
2014.09.10,00:01:30.116,0.93281,0.93269,1.07,1.31
2014.09.10,00:01:30.774,0.93281,0.93269,1.07,1.56
2014.09.10,00:01:32.664,0.93281,0.9327,1.07,1.31
2014.09.10,00:01:33.171,0.93281,0.93269,1.15,2.06
2014.09.10,00:01:38.827,0.93281,0.93272,1.15,3
2014.09.10,00:01:38.929,0.93281,0.93272,1.1,3.37
2014.09.10,00:01:38.980,0.93281,0.93272,1.1,3.37
2014.09.10,00:01:39.032,0.93285,0.93273,1.09,1.37
2014.09.10,00:01:39.184,0.93286,0.93273,1.1,1.55
2014.09.10,00:01:39.691,0.93288,0.93276,2.14,1.2
2014.09.10,00:01:45.098,0.93288,0.93276,1.39,1.47
2014.09.10,00:01:49.105,0.93288,0.93276,2.14,1.47
2014.09.10,00:01:49.817,0.93288,0.93276,2.14,1.2
2014.09.10,00:01:50.477,0.93286,0.93273,1,1.84
2014.09.10,00:01:50.990,0.93286,0.93273,1.17,1.76
2014.09.10,00:01:51.549,0.93286,0.93273,1,1.46
2014.09.10,00:01:53.081,0.93286,0.93273,1.25,1.46
2014.09.10,00:01:53.582,0.93287,0.93276,2.21,1
2014.09.10,00:01:53.736,0.93287,0.93276,2.21,1
2014.09.10,00:01:54.294,0.93286,0.93273,1.09,1.39
2014.09.10,00:01:54.910,0.93286,0.93273,1.09,1.62
2014.09.10,00:01:55.554,0.93286,0.93273,1.09,1.39
2014.09.10,00:01:56.060,0.93286,0.93273,1.09,1.62
2014.09.10,00:01:56.568,0.93286,0.93273,1.4,1.62
2014.09.10,00:01:57.074,0.93286,0.93273,1.4,1.62
2014.09.10,00:01:57.430,0.93287,0.93275,1.46,1
2014.09.10,00:01:57.532,0.93286,0.93273,1.4,1.62
2014.09.10,00:01:58.088,0.93287,0.93276,1.46,1
2014.09.10,00:01:58.190,0.93286,0.93273,1.4,1.39
2014.09.10,00:01:58.697,0.93287,0.93275,1.39,1
2014.09.10,00:01:59.205,0.93287,0.93276,2.14,1
2014.09.10,00:01:59.256,0.93286,0.93273,1.01,1.7
2014.09.10,00:01:59.820,0.93286,0.93273,1.32,1.39
2014.09.10,00:02:00.377,0.93287,0.93276,1.46,1
2014.09.10,00:02:00.479,0.93286,0.93273,1.09,1.39
2014.09.10,00:02:01.053,0.93286,0.93273,1.01,1.46
2014.09.10,00:02:01.611,0.93287,0.93276,1.46,1
2014.09.10,00:02:01.713,0.93286,0.93273,1.25,1.46
2014.09.10,00:02:02.220,0.93286,0.93273,1.46,1.39
2014.09.10,00:02:02.677,0.93287,0.93276,2.21,1
2014.09.10,00:02:02.778,0.93286,0.93273,1.31,1.46
2014.09.10,00:02:03.382,0.93286,0.93273,1.32,1.46
2014.09.10,00:02:04.565,0.93287,0.93276,1.46,1
2014.09.10,00:02:04.667,0.93286,0.93273,1.01,1.46
2014.09.10,00:02:05.172,0.93286,0.93273,1.09,1.39
2014.09.10,00:02:05.698,0.93286,0.93273,1.09,1.39
2014.09.10,00:02:06.368,0.93286,0.93273,1.01,1.7
2014.09.10,00:02:06.884,0.93286,0.93273,1.09,1.39
2014.09.10,00:02:07.458,0.93286,0.93273,1.01,1.46
2014.09.10,00:02:08.180,0.93286,0.93273,1.39,1.46
2014.09.10,00:02:08.281,0.93286,0.93273,1.39,2.21
2014.09.10,00:02:08.842,0.93287,0.93273,2.21,1.62
2014.09.10,00:02:18.689,0.93287,0.93273,2.21,1.62
2014.09.10,00:02:19.262,0.93287,0.93272,2.96,2.14
2014.09.10,00:02:20.835,0.93287,0.93272,2.96,2.21
2014.09.10,00:02:22.604,0.93287,0.93272,2.96,2.21
2014.09.10,00:02:31.053,0.93287,0.93272,4.09,2.21
2014.09.10,00:02:31.409,0.93288,0.93276,1.74,1
2014.09.10,00:02:31.814,0.93286,0.93274,1,1.31
2014.09.10,00:02:32.174,0.93288,0.93276,2.21,1
2014.09.10,00:02:32.276,0.93286,0.93273,1.1,2.21
2014.09.10,00:02:32.807,0.93286,0.93273,1,2.21
2014.09.10,00:02:33.416,0.93287,0.93273,1.01,1.71
2014.09.10,00:02:33.931,0.93286,0.93273,1.1,2.21
2014.09.10,00:02:34.493,0.93286,0.93273,1,2.21
2014.09.10,00:02:35.006,0.9329,0.93281,1.4,1
2014.09.10,00:02:35.108,0.9329,0.93281,1.25,1.2
2014.09.10,00:02:35.666,0.93291,0.93281,1.69,1.95
2014.09.10,00:02:35.869,0.93291,0.93281,1,1.57
2014.09.10,00:02:36.375,0.93291,0.93281,1,1.65
2014.09.10,00:02:37.615,0.93291,0.93281,1,2.21
2014.09.10,00:02:37.717,0.93291,0.93281,1,4.84
2014.09.10,00:02:37.768,0.93294,0.93284,1,1.37
2014.09.10,00:02:37.870,0.93296,0.93284,1,1.52
2014.09.10,00:02:38.377,0.93296,0.93283,1,3.34
2014.09.10,00:02:40.952,0.93294,0.93283,1,2.21
2014.09.10,00:02:43.146,0.93294,0.93283,1,2.21
2014.09.10,00:02:49.728,0.93294,0.93283,1,2.21
2014.09.10,00:03:02.278,0.93294,0.93282,1,2.21
2014.09.10,00:03:13.396,0.93294,0.93282,1.25,1.52
2014.09.10,00:03:13.903,0.93294,0.93282,1.25,1.52
2014.09.10,00:03:14.466,0.93294,0.93282,1,1.77
2014.09.10,00:03:14.972,0.93294,0.93282,1,1.77
2014.09.10,00:03:17.487,0.93294,0.93282,1,2.21
2014.09.10,00:03:17.993,0.93294,0.93282,1,2.21
2014.09.10,00:03:21.325,0.93294,0.93282,1.25,1.52
2014.09.10,00:03:21.789,0.93294,0.93282,1.25,1.52
2014.09.10,00:03:24.970,0.93294,0.93282,1,1.77
2014.09.10,00:03:25.626,0.93294,0.93282,1,1.77
2014.09.10,00:03:34.784,0.93294,0.93282,1.12,1.7
2014.09.10,00:03:41.549,0.93296,0.93282,2.81,1.77
2014.09.10,00:03:42.273,0.93296,0.93282,2.89,1.77
2014.09.10,00:03:44.817,0.93296,0.93282,2.81,1.77
2014.09.10,00:03:46.657,0.93296,0.93282,2.96,1.39
2014.09.10,00:03:47.290,0.93296,0.93282,2.96,1.46
2014.09.10,00:03:47.798,0.93296,0.93281,3.71,3.71
2014.09.10,00:03:48.304,0.93291,0.93281,1,3.34
2014.09.10,00:03:48.810,0.93291,0.93281,1,1.84
2014.09.10,00:03:50.681,0.93291,0.93281,1,1.69
2014.09.10,00:03:51.186,0.93291,0.93281,1,2.06
2014.09.10,00:03:51.737,0.93291,0.93281,1,2.06
2014.09.10,00:03:51.787,0.93293,0.93281,1,2.81
2014.09.10,00:03:51.940,0.93293,0.93281,1,3.56
2014.09.10,00:03:52.041,0.93291,0.93281,1,2.81
2014.09.10,00:03:54.166,0.93291,0.93281,1,1.91
