Time,Ask,Bid,AskVolume,BidVolume,
2014.08.13,00:00:00.262,102.287,102.283,1,5.63
2014.08.13,00:00:00.766,102.287,102.284,1.5,1
2014.08.13,00:00:01.626,102.287,102.283,1,4.5
2014.08.13,00:00:04.421,102.286,102.283,1,1
2014.08.13,00:00:05.841,102.287,102.283,1.5,1
2014.08.13,00:00:07.836,102.285,102.283,1,1
2014.08.13,00:00:09.441,102.286,102.283,1,1
2014.08.13,00:00:14.224,102.286,102.282,1.5,4.88
2014.08.13,00:00:15.356,102.285,102.282,1,4.88
2014.08.13,00:00:15.661,102.283,102.281,1,1
2014.08.13,00:00:16.177,102.284,102.28,1,1.32
2014.08.13,00:00:18.354,102.283,102.28,1,1.13
2014.08.13,00:00:20.236,102.282,102.28,1,1
2014.08.13,00:00:20.759,102.282,102.279,4.5,1
2014.08.13,00:00:21.393,102.282,102.278,2.63,1.5
2014.08.13,00:00:21.960,102.281,102.278,1.5,1
2014.08.13,00:00:23.165,102.28,102.276,1,1.32
2014.08.13,00:00:23.681,102.279,102.276,3.75,1.32
2014.08.13,00:00:24.937,102.278,102.275,1,1.13
2014.08.13,00:00:25.442,102.277,102.274,3.75,2.44
2014.08.13,00:00:25.694,102.276,102.273,1.5,1
2014.08.13,00:00:26.199,102.276,102.272,2.44,1
2014.08.13,00:00:26.249,102.274,102.271,1,2.44
2014.08.13,00:00:26.753,102.272,102.27,3.75,1.69
2014.08.13,00:00:26.854,102.271,102.268,3.75,1.69
2014.08.13,00:00:27.459,102.27,102.266,1,1.5
2014.08.13,00:00:27.560,102.268,102.266,1,1
2014.08.13,00:00:29.349,102.268,102.266,1,1.69
2014.08.13,00:00:29.501,102.272,102.268,4.5,1.5
2014.08.13,00:00:30.005,102.271,102.267,6,1.25
2014.08.13,00:00:30.358,102.268,102.265,3.75,2.44
2014.08.13,00:00:30.862,102.267,102.264,5.25,1.19
2014.08.13,00:00:31.367,102.265,102.264,1,1
2014.08.13,00:00:31.670,102.267,102.264,4.5,1.19
2014.08.13,00:00:31.771,102.267,102.262,4.69,2.44
2014.08.13,00:00:32.124,102.265,102.262,1,2.44
2014.08.13,00:00:32.326,102.267,102.262,4.69,3.19
2014.08.13,00:00:35.696,102.267,102.262,1,3.19
2014.08.13,00:00:36.201,102.268,102.264,3.19,1
2014.08.13,00:00:36.503,102.268,102.267,2.44,1
2014.08.13,00:00:37.008,102.268,102.266,1.25,1.5
2014.08.13,00:00:37.058,102.27,102.267,1.5,1
2014.08.13,00:00:39.260,102.27,102.268,1,1
2014.08.13,00:00:39.789,102.271,102.268,1,2.44
2014.08.13,00:00:40.566,102.272,102.268,1,3.19
2014.08.13,00:00:41.977,102.271,102.268,1,3.94
2014.08.13,00:00:42.492,102.27,102.268,1,1.69
2014.08.13,00:00:48.516,102.269,102.268,4.5,1
2014.08.13,00:00:49.222,102.269,102.266,4.5,1
2014.08.13,00:00:49.726,102.269,102.265,5.25,1.25
2014.08.13,00:00:51.223,102.269,102.264,5.44,2.44
2014.08.13,00:00:53.190,102.269,102.264,5.25,3.19
2014.08.13,00:00:53.492,102.269,102.267,1.5,1
2014.08.13,00:00:53.997,102.27,102.266,6.38,1.25
2014.08.13,00:00:54.652,102.269,102.266,1,1.25
2014.08.13,00:00:56.888,102.267,102.266,3.75,1
2014.08.13,00:00:56.989,102.267,102.264,3.75,1.5
2014.08.13,00:00:57.997,102.268,102.264,7.69,1.5
2014.08.13,00:01:01.481,102.268,102.265,1,1
2014.08.13,00:01:01.986,102.269,102.265,1.69,2.25
2014.08.13,00:01:04.430,102.269,102.266,1,1
2014.08.13,00:01:04.941,102.27,102.266,6,1.25
2014.08.13,00:01:05.446,102.269,102.265,1,4.69
2014.08.13,00:01:05.954,102.268,102.265,6,1.5
2014.08.13,00:01:06.887,102.267,102.265,1.5,1
2014.08.13,00:01:07.447,102.266,102.264,1,1
2014.08.13,00:01:09.506,102.266,102.262,1,2.44
2014.08.13,00:01:10.162,102.266,102.262,1,2.44
2014.08.13,00:01:11.883,102.264,102.262,1,1.69
2014.08.13,00:01:17.087,102.264,102.263,1,1
2014.08.13,00:01:19.234,102.267,102.263,2.44,1
2014.08.13,00:01:20.470,102.267,102.262,2.44,1.69
2014.08.13,00:01:21.171,102.267,102.263,1.69,1
2014.08.13,00:01:21.699,102.267,102.264,1.25,1
2014.08.13,00:01:22.412,102.268,102.264,3.19,1.5
2014.08.13,00:01:27.158,102.268,102.264,2.82,1.5
2014.08.13,00:01:32.283,102.267,102.263,1.32,1.5
2014.08.13,00:01:32.815,102.267,102.262,5.82,2.44
2014.08.13,00:01:35.336,102.267,102.264,1.69,1
2014.08.13,00:01:38.241,102.268,102.264,3.19,1
2014.08.13,00:01:39.606,102.268,102.264,3.19,1
2014.08.13,00:01:42.015,102.268,102.264,2.44,1
2014.08.13,00:01:43.787,102.267,102.264,1,1
2014.08.13,00:01:44.292,102.267,102.263,2.44,1
2014.08.13,00:01:45.876,102.267,102.262,3.57,1.69
2014.08.13,00:01:48.792,102.267,102.263,3.57,3.75
2014.08.13,00:01:49.095,102.268,102.265,1,1
2014.08.13,00:01:49.836,102.269,102.266,1.32,1
2014.08.13,00:01:50.541,102.27,102.266,7.69,1
2014.08.13,00:01:59.237,102.27,102.265,5.44,2.44
2014.08.13,00:01:59.742,102.27,102.266,5.44,1
2014.08.13,00:02:04.599,102.27,102.267,3.75,1
2014.08.13,00:02:05.103,102.271,102.268,1.25,2.25
2014.08.13,00:02:05.609,102.272,102.268,1,2.25
2014.08.13,00:02:09.445,102.272,102.269,1,1
2014.08.13,00:02:10.253,102.272,102.268,1,3
2014.08.13,00:02:10.555,102.273,102.27,4.88,1
2014.08.13,00:02:16.710,102.274,102.27,5.44,2.25
2014.08.13,00:02:17.012,102.275,102.272,1.69,2.25
2014.08.13,00:02:17.315,102.276,102.273,2.25,1
2014.08.13,00:02:20.469,102.276,102.274,1,1
2014.08.13,00:02:20.570,102.278,102.275,2.44,1
2014.08.13,00:02:23.624,102.279,102.275,6.94,1
2014.08.13,00:02:24.293,102.279,102.277,5.44,1
2014.08.13,00:02:24.747,102.281,102.277,6.19,1
2014.08.13,00:02:24.999,102.279,102.277,1,1
2014.08.13,00:02:27.859,102.281,102.277,5.44,1
2014.08.13,00:02:28.514,102.279,102.277,1,1
2014.08.13,00:02:30.570,102.28,102.277,1.25,1
2014.08.13,00:02:31.792,102.281,102.277,5.82,1
2014.08.13,00:02:32.518,102.281,102.277,9.94,1
2014.08.13,00:02:33.536,102.279,102.277,1,1
2014.08.13,00:02:36.660,102.281,102.277,10.69,1
2014.08.13,00:02:37.571,102.281,102.277,6.57,1
2014.08.13,00:02:41.718,102.28,102.277,1,1
2014.08.13,00:02:42.234,102.281,102.277,5.82,1
2014.08.13,00:02:42.745,102.281,102.277,6.57,1
2014.08.13,00:02:43.519,102.281,102.277,7.69,1
2014.08.13,00:02:44.023,102.279,102.277,1,1
2014.08.13,00:02:44.124,102.281,102.277,6.94,1
2014.08.13,00:03:01.015,102.281,102.278,1.5,1
2014.08.13,00:03:03.070,102.282,102.279,6.19,1
2014.08.13,00:03:03.272,102.282,102.281,1,3.75
2014.08.13,00:03:03.373,102.285,102.282,1.25,1
2014.08.13,00:03:03.777,102.287,102.283,2.44,4.5
2014.08.13,00:03:04.571,102.287,102.284,1.5,1
2014.08.13,00:03:05.553,102.286,102.284,1,1
2014.08.13,00:03:06.059,102.286,102.283,1,5.44
2014.08.13,00:03:06.570,102.286,102.283,1,6.94
2014.08.13,00:03:07.644,102.286,102.283,1,7.32
2014.08.13,00:03:12.252,102.286,102.284,1,1
2014.08.13,00:03:12.757,102.286,102.283,1,4.69
2014.08.13,00:03:16.253,102.286,102.284,1,1
2014.08.13,00:03:16.756,102.286,102.283,1,6.57
2014.08.13,00:03:18.296,102.287,102.283,1,6.57
2014.08.13,00:03:24.280,102.288,102.284,2.44,1
2014.08.13,00:03:26.810,102.288,102.284,3.19,1
2014.08.13,00:03:29.341,102.288,102.284,3.19,1
2014.08.13,00:03:32.741,102.288,102.285,1.69,1
2014.08.13,00:03:38.689,102.289,102.286,7.69,1
2014.08.13,00:03:45.399,102.29,102.286,5.44,1
2014.08.13,00:03:46.329,102.289,102.286,1.25,1
2014.08.13,00:03:50.370,102.29,102.286,6.94,1
2014.08.13,00:03:52.431,102.291,102.289,1,1
2014.08.13,00:03:52.532,102.293,102.29,1.5,1
2014.08.13,00:03:54.163,102.294,102.29,1,2.44
2014.08.13,00:03:54.675,102.293,102.289,2.25,1
2014.08.13,00:03:55.188,102.292,102.289,1,1
2014.08.13,00:03:55.805,102.293,102.29,4.5,1.5
2014.08.13,00:03:56.308,102.294,102.291,1.5,1
2014.08.13,00:03:56.813,102.295,102.291,6,1
2014.08.13,00:03:57.316,102.294,102.291,1,1
2014.08.13,00:03:58.011,102.295,102.291,1.5,1
2014.08.13,00:03:59.340,102.295,102.291,6.57,1
2014.08.13,00:03:59.847,102.295,102.291,1.13,1.5
2014.08.13,00:04:03.074,102.295,102.291,3,1.69
2014.08.13,00:04:04.415,102.294,102.291,1,1
2014.08.13,00:04:04.616,102.296,102.291,3.57,1
2014.08.13,00:04:06.150,102.296,102.291,3.57,1
2014.08.13,00:04:12.707,102.293,102.291,1,1
2014.08.13,00:04:12.959,102.295,102.291,1.32,1.5
2014.08.13,00:04:14.463,102.296,102.291,3.57,1.5
2014.08.13,00:04:15.468,102.296,102.291,3.94,1.5
2014.08.13,00:04:19.347,102.296,102.292,5.44,1
2014.08.13,00:04:20.389,102.294,102.292,1,1
2014.08.13,00:04:20.891,102.295,102.291,2.07,2.25
2014.08.13,00:04:27.558,102.294,102.291,3.75,1
2014.08.13,00:04:31.364,102.294,102.29,5.44,1
2014.08.13,00:04:32.208,102.294,102.29,5.82,1
2014.08.13,00:04:32.460,102.291,102.288,1,2.25
2014.08.13,00:04:33.204,102.29,102.288,1,1
2014.08.13,00:04:33.608,102.29,102.286,1,1.5
2014.08.13,00:04:42.588,102.289,102.286,1,1.5
2014.08.13,00:04:42.638,102.287,102.286,1,1
2014.08.13,00:04:42.739,102.289,102.286,1,1
2014.08.13,00:04:43.243,102.29,102.287,5.44,1
2014.08.13,00:04:51.132,102.289,102.286,1,1.5
2014.08.13,00:04:51.235,102.29,102.288,4.5,1
2014.08.13,00:04:51.689,102.294,102.29,2.25,1
2014.08.13,00:04:51.891,102.294,102.292,1,1
2014.08.13,00:04:52.396,102.295,102.293,1,1
2014.08.13,00:04:53.657,102.297,102.293,3.19,1
2014.08.13,00:04:54.164,102.295,102.293,1,1
2014.08.13,00:04:56.381,102.297,102.294,3.19,1
2014.08.13,00:04:56.884,102.297,102.294,1,1.5
2014.08.13,00:04:57.187,102.299,102.296,1.69,1
2014.08.13,00:04:57.891,102.299,102.296,1.69,1
2014.08.13,00:04:59.022,102.298,102.294,1,3.19
2014.08.13,00:04:59.073,102.296,102.294,1,3.19
2014.08.13,00:04:59.174,102.298,102.294,1.5,1.69
2014.08.13,00:05:05.113,102.298,102.295,1.69,1
2014.08.13,00:05:06.332,102.299,102.295,1.69,1
2014.08.13,00:05:16.734,102.299,102.296,1,1
2014.08.13,00:05:17.188,102.301,102.298,1.5,1
2014.08.13,00:05:17.238,102.301,102.299,1.5,4.75
2014.08.13,00:05:17.340,102.304,102.3,3.19,2.25
2014.08.13,00:05:17.592,102.304,102.302,1,3.75
2014.08.13,00:05:18.661,102.305,102.302,1,5.25
2014.08.13,00:05:19.167,102.306,102.302,1.5,5.44
2014.08.13,00:05:19.686,102.305,102.302,1,5.44
2014.08.13,00:05:20.202,102.306,102.302,1.5,1.69
2014.08.13,00:05:21.016,102.304,102.302,1.5,1.5
2014.08.13,00:05:21.168,102.304,102.3,1.5,4.69
2014.08.13,00:05:21.571,102.302,102.299,1,2.44
