Time,Ask,Bid,AskVolume,BidVolume,
2014.09.12,00:00:00.197,0.93617,0.93605,1.25,1.17
2014.09.12,00:00:00.771,0.93617,0.93605,1.31,1.52
2014.09.12,00:00:01.075,0.93618,0.93608,1.29,1
2014.09.12,00:00:01.780,0.93618,0.93608,1.01,1
2014.09.12,00:00:11.564,0.93618,0.93608,1.76,1
2014.09.12,00:00:12.566,0.93618,0.93608,1.25,1
2014.09.12,00:00:14.596,0.93617,0.93608,1,1
2014.09.12,00:00:16.248,0.93618,0.93608,1,1
2014.09.12,00:00:21.164,0.93618,0.93608,1,1.17
2014.09.12,00:00:21.722,0.93618,0.93608,1,1.1
2014.09.12,00:00:22.230,0.93617,0.93608,1.01,1
2014.09.12,00:00:22.281,0.93617,0.93606,1.39,1
2014.09.12,00:00:22.535,0.93615,0.93606,1,1
2014.09.12,00:00:22.850,0.93612,0.93604,1,1
2014.09.12,00:00:23.003,0.93612,0.93601,1.1,1.5
2014.09.12,00:00:23.424,0.9361,0.93601,1,1.1
2014.09.12,00:00:23.932,0.93613,0.93601,2.59,1
2014.09.12,00:00:24.712,0.93611,0.93601,1.12,1
2014.09.12,00:00:25.272,0.93609,0.93601,1,1
2014.09.12,00:00:25.904,0.9361,0.93601,1.25,1
2014.09.12,00:00:28.371,0.93612,0.93601,2.14,1
2014.09.12,00:00:28.877,0.9361,0.93601,1,1
2014.09.12,00:00:30.133,0.9361,0.93601,1.69,1
2014.09.12,00:00:33.500,0.93611,0.93601,2.06,1.1
2014.09.12,00:00:34.006,0.93609,0.93601,1,1.1
2014.09.12,00:00:34.828,0.9361,0.93601,1.31,1
2014.09.12,00:00:35.362,0.9361,0.93601,1.69,1
2014.09.12,00:00:36.379,0.93611,0.93601,1.25,1
2014.09.12,00:00:36.687,0.93608,0.93601,1,1
2014.09.12,00:00:37.474,0.93609,0.93601,1.12,1
2014.09.12,00:00:39.349,0.93608,0.93601,1,1
2014.09.12,00:00:41.226,0.93608,0.936,1,1.1
2014.09.12,00:00:41.379,0.93608,0.93598,1,1.1
2014.09.12,00:00:41.634,0.93606,0.93596,1,2.21
2014.09.12,00:00:42.091,0.93608,0.93596,1.25,2.02
2014.09.12,00:00:42.193,0.93609,0.93596,2.06,2.02
2014.09.12,00:00:42.700,0.93609,0.93596,2.06,2.02
2014.09.12,00:00:43.214,0.93609,0.93596,2.81,2.02
2014.09.12,00:00:43.726,0.93609,0.93596,2.81,2.02
2014.09.12,00:00:44.344,0.93609,0.93596,2.06,2.21
2014.09.12,00:00:44.860,0.93608,0.93596,1,2.21
2014.09.12,00:00:47.151,0.93607,0.93596,1.37,1.65
2014.09.12,00:00:47.355,0.93606,0.93595,1.62,1.57
2014.09.12,00:00:47.609,0.93603,0.93593,1,2.32
2014.09.12,00:00:48.116,0.93602,0.93593,1,1
2014.09.12,00:00:48.689,0.93603,0.93593,1.1,1
2014.09.12,00:00:48.993,0.93602,0.93593,1.39,1
2014.09.12,00:00:49.501,0.93603,0.93593,1.66,1
2014.09.12,00:00:50.921,0.93604,0.93593,1.56,1.1
2014.09.12,00:00:52.097,0.93604,0.93593,1.74,1
2014.09.12,00:00:52.875,0.93604,0.93593,1.66,1
2014.09.12,00:00:54.221,0.93605,0.93593,2.06,1.27
2014.09.12,00:00:54.740,0.93605,0.93593,2.06,1.17
2014.09.12,00:00:55.274,0.93605,0.93593,2.06,1.15
2014.09.12,00:00:55.796,0.93605,0.93594,2.06,1.1
