Time,Ask,Bid,AskVolume,BidVolume,
2014.09.12,00:00:00.498,1.29228,1.29224,1,2.25
2014.09.12,00:00:01.004,1.29227,1.29224,1,2.25
2014.09.12,00:00:01.511,1.29226,1.29224,1,1
2014.09.12,00:00:01.920,1.29229,1.29224,3.19,1
2014.09.12,00:00:02.477,1.29228,1.29224,1.5,1
2014.09.12,00:00:03.185,1.29228,1.29224,1.5,1.92
2014.09.12,00:00:08.651,1.29228,1.29226,1.5,1
2014.09.12,00:00:09.978,1.29228,1.29225,1.5,1.5
2014.09.12,00:00:14.334,1.29228,1.29226,1,1
2014.09.12,00:00:14.588,1.2923,1.29226,1.69,1
2014.09.12,00:00:14.639,1.29228,1.29226,1.5,1
2014.09.12,00:00:15.149,1.29226,1.29225,1,1
2014.09.12,00:00:15.658,1.29227,1.29225,1,1
2014.09.12,00:00:16.202,1.29227,1.29224,1.5,1
2014.09.12,00:00:16.911,1.29227,1.29223,1.5,3
2014.09.12,00:00:21.357,1.29228,1.29223,1,4.5
2014.09.12,00:00:21.660,1.2923,1.29226,2.62,1
2014.09.12,00:00:21.964,1.29231,1.29229,1.87,2.5
2014.09.12,00:00:22.127,1.29233,1.2923,2.25,1.5
2014.09.12,00:00:22.532,1.29235,1.29233,1.5,1
2014.09.12,00:00:22.634,1.29237,1.29233,1.69,1
2014.09.12,00:00:23.423,1.29237,1.29236,1.5,1
2014.09.12,00:00:23.525,1.29239,1.29235,1,1.25
2014.09.12,00:00:24.751,1.2924,1.29236,5.25,1.25
2014.09.12,00:00:24.920,1.29238,1.29236,1,1.25
2014.09.12,00:00:25.439,1.29239,1.29236,1,1.69
2014.09.12,00:00:26.059,1.2924,1.29236,2.25,1.5
2014.09.12,00:00:26.573,1.29239,1.29235,2.25,1.69
2014.09.12,00:00:27.088,1.29238,1.29235,1,1.69
2014.09.12,00:00:27.601,1.29238,1.29234,1.5,1.5
2014.09.12,00:00:28.668,1.29239,1.29235,2.25,1.25
2014.09.12,00:00:32.088,1.29237,1.29235,1.5,1
2014.09.12,00:00:32.593,1.29238,1.29234,1,1.5
2014.09.12,00:00:33.724,1.29238,1.29235,2.25,1
2014.09.12,00:00:34.230,1.29238,1.29236,1,1
2014.09.12,00:00:34.736,1.29238,1.29235,1,1.69
2014.09.12,00:00:35.251,1.29239,1.29237,1,1.25
2014.09.12,00:00:35.605,1.29241,1.29238,5.25,1
2014.09.12,00:00:36.124,1.2924,1.29238,1,1
2014.09.12,00:00:37.468,1.2924,1.29238,1,1
2014.09.12,00:00:39.759,1.29241,1.29239,3,1
2014.09.12,00:00:40.283,1.2924,1.29239,1,1
2014.09.12,00:00:41.789,1.29241,1.29239,2.25,1
2014.09.12,00:00:43.981,1.29241,1.29239,2.25,1
2014.09.12,00:00:46.192,1.2924,1.29237,1,1.5
2014.09.12,00:00:46.698,1.29241,1.29239,3,1
2014.09.12,00:00:47.259,1.29242,1.2924,1.5,1
2014.09.12,00:00:47.412,1.29243,1.29242,1,1.5
2014.09.12,00:00:47.514,1.29245,1.29242,1.12,1.5
2014.09.12,00:00:47.615,1.29247,1.29244,1.5,1
2014.09.12,00:00:48.123,1.2925,1.29245,4.69,2.25
2014.09.12,00:00:49.184,1.29249,1.29245,1,1.69
2014.09.12,00:00:49.892,1.29249,1.29246,1,1.5
2014.09.12,00:00:50.702,1.29249,1.29247,1,1
2014.09.12,00:00:50.804,1.29247,1.29244,1.5,1.69
2014.09.12,00:00:51.006,1.29246,1.29242,1,7.31
2014.09.12,00:00:51.462,1.29246,1.29241,2.25,1.87
2014.09.12,00:00:51.968,1.29245,1.2924,1,4.5
2014.09.12,00:00:52.877,1.29244,1.2924,1.5,3
2014.09.12,00:00:53.383,1.29243,1.29239,2.25,1
2014.09.12,00:00:54.118,1.29241,1.29238,1,1.5
2014.09.12,00:00:54.636,1.29242,1.29238,1,3.94
2014.09.12,00:00:55.515,1.29241,1.29237,2.25,1.69
2014.09.12,00:00:55.617,1.29241,1.29235,5.62,9.19
2014.09.12,00:00:55.668,1.29241,1.29237,4.87,1
2014.09.12,00:01:00.506,1.29239,1.29237,1.5,1
2014.09.12,00:01:02.551,1.2924,1.29237,1.5,1
2014.09.12,00:01:05.024,1.29239,1.29235,1.2,2.44
2014.09.12,00:01:05.530,1.29239,1.29234,1,10.39
2014.09.12,00:01:06.035,1.29239,1.29235,2.25,2.44
2014.09.12,00:01:08.797,1.2924,1.29236,1.5,1.5
2014.09.12,00:01:09.304,1.2924,1.29237,1.5,1
2014.09.12,00:01:10.365,1.29239,1.29237,1,1
2014.09.12,00:01:10.871,1.2924,1.29237,1,1
2014.09.12,00:01:11.531,1.29238,1.29237,1,1
2014.09.12,00:01:12.073,1.29239,1.29237,1,1
2014.09.12,00:01:12.601,1.2924,1.29237,2.25,1
2014.09.12,00:01:15.775,1.29238,1.29237,1,1
2014.09.12,00:01:15.980,1.2924,1.29237,1,1
2014.09.12,00:01:18.257,1.29239,1.29237,1,1
